Series_reference,period,value,Status,Units,Magnitude,seasonality,SNA_Account,Transaction,Transaction_Label,Asset_type,Asset_type_label,Sector,Sector_name,Subject,year,month
SNEQ.SG04SD01R000S800,2018.12,-87,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG04SD01R000S900,2018.12,33243,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG04SD01R000S800,2019.03,-90,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG04SD01R000S900,2019.03,33162,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG04SD01R000S800,2019.06,-97,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG04SD01R000S900,2019.06,33997,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG04SD01R000S800,2019.09,-99,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG04SD01R000S900,2019.09,34590,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG04SD01R000S800,2019.12,-103,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG04SD01R000S900,2019.12,35150,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG04SD01R000S800,2020.03,-105,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG04SD01R000S900,2020.03,35720,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG04SD01R000S800,2020.06,-92,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG04SD01R000S900,2020.06,34455,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG04SD01R000S800,2020.09,-109,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG04SD01R000S900,2020.09,35935,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG04SD01R000S800,2020.12,-104,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG04SD01R000S900,2020.12,36611,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG04SD01R000S800,2021.03,-99,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG04SD01R000S900,2021.03,37498,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG04SD01R000S800,2021.06,-87,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG04SD01R000S900,2021.06,38404,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG04SD01R000S800,2021.09,-113,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG04SD01R000S900,2021.09,39035,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG04SD01R000S800,2021.12,-133,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG04SD01R000S900,2021.12,40461,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG04SD01R000S800,2022.03,-140,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG04SD01R000S900,2022.03,40779,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG04SD01R000S800,2022.06,-143,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG04SD01R000S900,2022.06,41727,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG04SD01R000S800,2022.09,-147,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG04SD01R000S900,2022.09,42987,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG04SD01R000S800,2022.12,-142,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG04SD01R000S900,2022.12,43460,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG04SD01R000S800,2023.03,-150,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG04SD01R000S900,2023.03,44202,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG04SD01R000S800,2023.06,-153,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04SD01R000S900,2023.06,45162,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04SD01R000S800,2023.09,-160,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG04SD01R000S900,2023.09,46208,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG04SD01R000S800,2023.12,-159,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG04SD01R000S900,2023.12,46827,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG04SD01R000S800,2024.03,-172,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG04SD01R000S900,2024.03,47260,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG04SD01R000S800,2024.06,-167,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG04SD01R000S900,2024.06,47522,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG04SD01R000S800,2024.09,-167,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG04SD01R000S900,2024.09,47539,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG04SD01R000S800,2024.12,-173,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG04SD01R000S900,2024.12,47314,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG04SD01R000S800,2025.03,-170,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG04SD01R000S900,2025.03,47782,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG04SD01R000S800,2025.06,-171,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG04SD01R000S900,2025.06,47801,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG04SD01R000S800,2025.09,-179,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2025,9
SNEQ.SG04SD01R000S900,2025.09,47938,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2025,9
SNEQ.SG04SD01R000S800,2025.12,-188,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2025,12
SNEQ.SG04SD01R000S900,2025.12,48623,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2025,12
SNEQ.SG04SD01R000S800,2026.03,-190,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2026,3
SNEQ.SG04SD01R000S900,2026.03,49219,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D01R,Compensation of employees,,,,,National Accounts - SNA 2008 - SNE,2026,3
SNEQ.SG04SD02R000S900,2016.06,9048,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04SD02R000S900,2016.09,9086,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG04SD02R000S900,2016.12,9236,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG04SD02R000S900,2017.03,9425,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG04SD02R000S900,2017.06,9443,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG04SD02R000S900,2017.09,9588,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG04SD02R000S900,2017.12,9826,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG04SD02R000S900,2018.03,9957,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG04SD02R000S900,2018.06,9945,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG04SD02R000S900,2018.09,10161,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG04SD02R000S900,2018.12,10392,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG04SD02R000S900,2019.03,10596,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG04SD02R000S900,2019.06,10825,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG04SD02R000S900,2019.09,11043,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG04SD02R000S900,2019.12,11182,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG04SD02R000S900,2020.03,11044,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG04SD02R000S900,2020.06,9713,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG04SD02R000S900,2020.09,10908,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG04SD02R000S900,2020.12,10791,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG04SD02R000S900,2021.03,11691,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG04SD02R000S900,2021.06,12032,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG04SD02R000S900,2021.09,11899,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG04SD02R000S900,2021.12,12250,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG04SD02R000S900,2022.03,12273,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG04SD02R000S900,2022.06,12349,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG04SD02R000S900,2022.09,12580,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG04SD02R000S900,2022.12,12494,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG04SD02R000S900,2023.03,12676,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG04SD02R000S900,2023.06,12955,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04SD02R000S900,2023.09,13182,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG04SD02R000S900,2023.12,13629,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG04SD02R000S900,2024.03,13805,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG04SD02R000S900,2024.06,13918,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG04SD02R000S900,2024.09,14080,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG04SD02R000S900,2024.12,14153,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG04SD02R000S900,2025.03,14462,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG04SD02R000S900,2025.06,14496,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG04SD02R000S900,2025.09,14623,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2025,9
SNEQ.SG04SD02R000S900,2025.12,14784,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2025,12
SNEQ.SG04SD02R000S900,2026.03,15123,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D02R,Taxes on production and imports,,,,,National Accounts - SNA 2008 - SNE,2026,3
SNEQ.SG04SD03R000S900,2016.06,192,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04SD03R000S900,2016.09,218,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG04SD03R000S900,2016.12,231,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG04SD03R000S900,2017.03,251,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG04SD03R000S900,2017.06,252,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG04SD03R000S900,2017.09,241,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG04SD03R000S900,2017.12,264,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG04SD03R000S900,2018.03,255,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG04SD03R000S900,2018.06,262,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG04SD03R000S900,2018.09,263,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG04SD03R000S900,2018.12,257,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG04SD03R000S900,2019.03,258,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG04SD03R000S900,2019.06,297,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG04SD03R000S900,2019.09,325,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG04SD03R000S900,2019.12,293,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG04SD03R000S900,2020.03,4046,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG04SD03R000S900,2020.06,8572,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG04SD03R000S900,2020.09,2282,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG04SD03R000S900,2020.12,528,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG04SD03R000S900,2021.03,893,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG04SD03R000S900,2021.06,584,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG04SD03R000S900,2021.09,4415,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG04SD03R000S900,2021.12,4377,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG04SD03R000S900,2022.03,1956,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG04SD03R000S900,2022.06,1120,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG04SD03R000S900,2022.09,851,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG04SD03R000S900,2022.12,660,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG04SD03R000S900,2023.03,665,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG04SD03R000S900,2023.06,568,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04SD03R000S900,2023.09,626,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG04SD03R000S900,2023.12,579,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG04SD03R000S900,2024.03,631,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG04SD03R000S900,2024.06,586,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG04SD03R000S900,2024.09,671,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG04SD03R000S900,2024.12,600,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG04SD03R000S900,2025.03,590,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG04SD03R000S900,2025.06,488,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG04SD03R000S900,2025.09,582,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2025,9
SNEQ.SG04SD03R000S900,2025.12,508,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2025,12
SNEQ.SG04SD03R000S900,2026.03,513,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,D03R,Subsidies,,,,,National Accounts - SNA 2008 - SNE,2026,3
SNEQ.SG04SP030000S900,2016.06,50261,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04SP030000S900,2016.09,51046,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG04SP030000S900,2016.12,51821,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG04SP030000S900,2017.03,53048,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG04SP030000S900,2017.06,53483,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG04SP030000S900,2017.09,54329,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG04SP030000S900,2017.12,55169,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG04SP030000S900,2018.03,55763,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG04SP030000S900,2018.06,56789,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG04SP030000S900,2018.09,57815,Experimental,Dollars,6,S,Consolidated accounts - table 1.2,P03,Final consumption expenditure,,,,,National Accounts - SNA 2008 - SNE,2018,9
